"altura_tot","diametro","inclinacio","origen","barrio","comuna","fres_am"
5,36,0,"Exótico","MONTE CASTRO",10,"si"
7,50,0,"Exótico","VILLA LUGANO",8,"no"
3,8,0,"Exótico","VERSALLES",10,"no"
1,48,0,"No Determinado","VILLA DEVOTO",11,"no"
8,42,0,"Exótico","VILLA URQUIZA",12,"si"
12,54,0,"Exótico","PALERMO",14,"no"
8,32,0,"Nativo/Autóctono","RETIRO",1,"no"
9,57,11,"Exótico","COGHLAN",12,"no"
7,29,0,"Exótico","VILLA LUGANO",8,"no"
10,28,0,"Exótico","PALERMO",14,"si"
13,47,0,"Exótico","PATERNAL",15,"no"
12,30,0,"Exótico","RECOLETA",2,"si"
6,29,0,"Exótico","AGRONOMIA",15,"si"
8,63,0,"Exótico","PARQUE CHACABUCO",7,"no"
12,30,0,"Exótico","ALMAGRO",5,"si"
11,22,10,"Exótico","BALVANERA",3,"si"
3,13,0,"Exótico","PARQUE PATRICIOS",4,"no"
5,14,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,28,5,"Exótico","PARQUE AVELLANEDA",9,"no"
10,45,0,"Exótico","FLORES",7,"no"
7,18,0,"Exótico","CONSTITUCION",1,"si"
15,60,10,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
9,37,35,"Exótico","CABALLITO",6,"si"
6,23,10,"Exótico","MATADEROS",9,"no"
18,35,0,"Exótico","VILLA DEVOTO",11,"no"
4,4,0,"Exótico","BOEDO",5,"no"
10,57,0,"Exótico","BELGRANO",13,"no"
7,54,0,"Exótico","PATERNAL",15,"no"
7,39,0,"Exótico","BOEDO",5,"no"
9,32,0,"Exótico","PARQUE AVELLANEDA",9,"no"
8,25,0,"Exótico","COLEGIALES",13,"si"
16,64,4,"Nativo/Autóctono","PALERMO",14,"no"
20,60,0,"Exótico","PALERMO",14,"no"
8,24,6,"Exótico","SAAVEDRA",12,"si"
6,20,0,"Exótico","LINIERS",9,"si"
6,20,0,"Exótico","VILLA SOLDATI",8,"no"
9,55,10,"Exótico","MATADEROS",9,"si"
16,67,6,"Exótico","BELGRANO",13,"no"
25,83,0,"Exótico","PALERMO",14,"no"
5,15,0,"Exótico","PARQUE PATRICIOS",4,"si"
8,28,3,"Exótico","FLORES",7,"si"
6,20,0,"No Determinado","NUEVA POMPEYA",4,"no"
9,20,0,"Exótico","CABALLITO",6,"si"
5,20,0,"Exótico","ALMAGRO",5,"no"
5,6,5,"Exótico","FLORESTA",10,"no"
11,42,0,"Exótico","VILLA LUGANO",8,"no"
9,42,0,"Exótico","VILLA URQUIZA",12,"no"
9,38,0,"Exótico","VILLA URQUIZA",12,"si"
4,12,5,"Exótico","MONTE CASTRO",10,"no"
7,15,0,"Exótico","FLORES",7,"si"
5,18,0,"Exótico","VILLA LURO",10,"si"
7,32,0,"Exótico","LINIERS",9,"no"
10,68,0,"Exótico","VILLA SANTA RITA",11,"no"
24,65,10,"Exótico","ALMAGRO",5,"no"
8,28,0,"Exótico","NUÑEZ",13,"si"
3,6,3,"Exótico","VILLA URQUIZA",12,"no"
9,25,0,"Exótico","NUÑEZ",13,"si"
16,73,0,"Exótico","VILLA GRAL. MITRE",11,"no"
7,52,9,"Exótico","MATADEROS",9,"si"
6,18,10,"Exótico","PARQUE CHACABUCO",7,"si"
8,33,2,"Exótico","COGHLAN",12,"si"
10,30,10,"Exótico","SAN TELMO",1,"si"
9,55,20,"Exótico","PALERMO",14,"si"
10,26,0,"Exótico","BALVANERA",3,"no"
4,11,0,"Exótico","FLORES",7,"si"
3,5,15,"Exótico","VILLA LURO",10,"no"
5,21,0,"Exótico","VILLA RIACHUELO",8,"no"
11,65,0,"Exótico","NUEVA POMPEYA",4,"si"
5,10,0,"Exótico","LINIERS",9,"no"
7,28,0,"Exótico","SAN CRISTOBAL",3,"si"
9,36,0,"Exótico","VILLA DEL PARQUE",11,"no"
5,8,0,"Exótico","BELGRANO",13,"si"
6,20,5,"Exótico","BARRACAS",4,"no"
9,43,0,"Exótico","VILLA PUEYRREDON",12,"no"
3,14,0,"Exótico","LINIERS",9,"no"
4,16,0,"Exótico","VILLA LUGANO",8,"no"
3,3,0,"Exótico","PALERMO",14,"no"
7,28,0,"Exótico","BOCA",4,"si"
11,37,10,"Exótico","BARRACAS",4,"si"
7,25,8,"Nativo/Autóctono","LINIERS",9,"no"
7,20,0,"Exótico","FLORES",7,"si"
15,74,32,"Nativo/Autóctono","PALERMO",14,"no"
13,67,10,"Nativo/Autóctono","PALERMO",14,"no"
8,20,10,"Exótico","VILLA SANTA RITA",11,"si"
16,90,0,"Exótico","VILLA DEVOTO",11,"no"
3,8,15,"Exótico","MONTE CASTRO",10,"no"
21,40,7,"Nativo/Autóctono","PALERMO",14,"no"
10,48,0,"Exótico","VILLA LUGANO",8,"no"
6,24,0,"Nativo/Autóctono","VILLA SOLDATI",8,"no"
6,27,0,"Exótico","MATADEROS",9,"si"
8,13,0,"Exótico","VILLA REAL",10,"no"
6,15,0,"Exótico","PARQUE CHAS",15,"si"
15,50,10,"Exótico","VILLA URQUIZA",12,"no"
3,25,0,"Exótico","VILLA LUGANO",8,"no"
6,6,0,"Exótico","PUERTO MADERO",1,"no"
4,13,0,"Exótico","VILLA RIACHUELO",8,"no"
10,6,0,"Nativo/Autóctono","PALERMO",14,"no"
3,12,25,"Exótico","BELGRANO",13,"si"
5,12,0,"Exótico","BOCA",4,"si"
20,30,0,"Nativo/Autóctono","PARQUE PATRICIOS",4,"no"
10,42,0,"Exótico","VILLA DEVOTO",11,"si"
8,14,0,"Exótico","VILLA CRESPO",15,"si"
4,7,0,"Exótico","VILLA DEVOTO",11,"no"
10,35,0,"Exótico","COLEGIALES",13,"no"
7,25,0,"Exótico","CONSTITUCION",1,"no"
3,9,15,"Nativo/Autóctono","MONSERRAT",1,"no"
5,16,0,"Exótico","NUEVA POMPEYA",4,"si"
14,46,14,"Exótico","VILLA SANTA RITA",11,"si"
2,6,0,"Exótico","MATADEROS",9,"no"
5,12,26,"Exótico","PALERMO",14,"si"
3,9,12,"Exótico","PARQUE CHACABUCO",7,"no"
7,23,0,"Exótico","BELGRANO",13,"no"
3,12,0,"Exótico","FLORES",7,"no"
12,17,0,"Exótico","BELGRANO",13,"si"
8,25,0,"Exótico","PARQUE CHACABUCO",7,"si"
5,20,0,"Exótico","VILLA LUGANO",8,"no"
12,29,21,"Exótico","VILLA LUGANO",8,"no"
14,107,20,"Exótico","BOCA",4,"no"
23,47,30,"Exótico","RECOLETA",2,"no"
14,50,20,"Exótico","PARQUE CHACABUCO",7,"no"
5,20,0,"Exótico","VILLA SANTA RITA",11,"no"
10,12,0,"Nativo/Autóctono","PALERMO",14,"no"
9,30,0,"Exótico","BOEDO",5,"si"
17,65,0,"Exótico","VILLA DEVOTO",11,"no"
8,18,4,"Exótico","VILLA RIACHUELO",8,"si"
10,25,0,"Exótico","FLORES",7,"si"
15,50,0,"Nativo/Autóctono","BARRACAS",4,"no"
15,68,0,"Exótico","NUÑEZ",13,"no"
7,19,8,"Exótico","BOEDO",5,"si"
5,22,6,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
16,76,0,"Exótico","VILLA SANTA RITA",11,"no"
4,8,0,"Exótico","VILLA DEVOTO",11,"no"
3,10,0,"Exótico","CABALLITO",6,"no"
5,5,0,"Exótico","PATERNAL",15,"no"
4,10,0,"Exótico","ALMAGRO",5,"si"
12,30,0,"Exótico","PARQUE CHACABUCO",7,"si"
18,74,0,"Nativo/Autóctono","RETIRO",1,"no"
5,21,0,"Exótico","SAAVEDRA",12,"si"
3,10,0,"Exótico","BELGRANO",13,"no"
6,20,0,"Exótico","VILLA DEL PARQUE",11,"no"
3,36,0,"No Determinado","MONTE CASTRO",10,"no"
6,21,0,"Exótico","VILLA ORTUZAR",15,"si"
2,12,0,"Exótico","VILLA LUGANO",8,"no"
12,30,0,"Exótico","PARQUE PATRICIOS",4,"si"
5,11,0,"Exótico","MATADEROS",9,"si"
10,30,0,"Exótico","BOCA",4,"no"
6,18,0,"Exótico","NUEVA POMPEYA",4,"si"
10,25,10,"Exótico","VILLA DEVOTO",11,"si"
15,50,0,"Exótico","RECOLETA",2,"no"
3,5,0,"Exótico","BELGRANO",13,"si"
14,60,0,"Nativo/Autóctono","CABALLITO",6,"no"
15,82,0,"Exótico","FLORESTA",10,"no"
7,25,0,"Exótico","PARQUE AVELLANEDA",9,"si"
3,4,10,"Exótico","FLORES",7,"no"
7,47,0,"Exótico","AGRONOMIA",15,"si"
26,70,0,"Exótico","NUÑEZ",13,"no"
13,33,0,"Nativo/Autóctono","PALERMO",14,"no"
10,19,0,"Exótico","CABALLITO",6,"si"
5,12,0,"Nativo/Autóctono","PARQUE CHACABUCO",7,"no"
11,46,0,"Exótico","COGHLAN",12,"si"
8,50,0,"Exótico","MONTE CASTRO",10,"no"
15,63,0,"Exótico","VILLA SOLDATI",8,"no"
10,50,0,"Exótico","NUEVA POMPEYA",4,"si"
6,18,10,"Exótico","VILLA LUGANO",8,"no"
8,42,0,"No Determinado","VILLA CRESPO",15,"no"
3,8,0,"Exótico","FLORES",7,"no"
2,3,0,"Exótico","SAAVEDRA",12,"no"
8,19,5,"Exótico","VILLA LURO",10,"no"
7,16,7,"Exótico","VILLA SANTA RITA",11,"no"
7,26,0,"Exótico","VILLA LURO",10,"no"
6,17,6,"Exótico","LINIERS",9,"no"
11,32,10,"Exótico","BELGRANO",13,"no"
10,42,0,"Exótico","VILLA GRAL. MITRE",11,"no"
3,20,0,"Exótico","VILLA DEVOTO",11,"no"
3,13,0,"Exótico","PARQUE AVELLANEDA",9,"no"
3,12,0,"Exótico","VILLA SOLDATI",8,"no"
12,27,4,"Exótico","BALVANERA",3,"si"
2,2,0,"Exótico","BOEDO",5,"no"
8,31,0,"Exótico","COLEGIALES",13,"si"
5,30,0,"Exótico","FLORES",7,"si"
7,20,0,"Nativo/Autóctono","VILLA PUEYRREDON",12,"no"
3,3,0,"Exótico","SAN NICOLAS",1,"no"
12,26,0,"No Determinado","BELGRANO",13,"no"
3,8,0,"Exótico","VILLA GRAL. MITRE",11,"no"
5,15,9,"Exótico","MONTE CASTRO",10,"si"
9,73,0,"Exótico","VILLA LURO",10,"no"
4,38,0,"Exótico","VILLA LUGANO",8,"si"
4,12,0,"Exótico","FLORES",7,"si"
22,75,0,"Exótico","PATERNAL",15,"no"
8,25,16,"Exótico","LINIERS",9,"no"
3,5,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,25,0,"Exótico","LINIERS",9,"si"
4,8,0,"Exótico","FLORES",7,"no"
13,70,0,"Exótico","MONTE CASTRO",10,"no"
11,35,0,"Exótico","VILLA URQUIZA",12,"no"
6,28,0,"Exótico","VILLA CRESPO",15,"si"
12,28,0,"Exótico","PARQUE PATRICIOS",4,"si"
9,52,0,"Exótico","VILLA SOLDATI",8,"si"
5,42,0,"Exótico","PARQUE AVELLANEDA",9,"si"
8,21,0,"Exótico","NUÑEZ",13,"no"
12,50,9,"Exótico","CABALLITO",6,"no"
5,20,0,"Exótico","VILLA URQUIZA",12,"no"
5,23,0,"Exótico","SAAVEDRA",12,"no"
12,43,0,"Exótico","NUÑEZ",13,"si"
6,10,0,"Exótico","NUÑEZ",13,"si"
6,66,0,"Exótico","PARQUE AVELLANEDA",9,"no"
25,55,20,"Exótico","ALMAGRO",5,"no"
5,12,0,"Exótico","COGHLAN",12,"no"
5,14,10,"Exótico","RETIRO",1,"si"
7,17,16,"Exótico","PARQUE PATRICIOS",4,"si"
6,14,0,"Exótico","FLORES",7,"si"
18,35,0,"Exótico","VILLA CRESPO",15,"si"
9,25,4,"Exótico","VILLA SANTA RITA",11,"si"
6,14,10,"Exótico","VILLA URQUIZA",12,"no"
4,8,0,"Exótico","VELEZ SARSFIELD",10,"si"
8,29,0,"Exótico","NUEVA POMPEYA",4,"no"
6,34,0,"Exótico","VILLA SOLDATI",8,"si"
5,19,5,"Exótico","BARRACAS",4,"no"
9,26,22,"Exótico","BELGRANO",13,"si"
5,18,0,"Exótico","CABALLITO",6,"si"
10,45,15,"Exótico","BARRACAS",4,"no"
7,15,0,"Exótico","NUÑEZ",13,"si"
7,33,23,"Exótico","VILLA URQUIZA",12,"si"
8,36,0,"Exótico","BOEDO",5,"si"
6,23,0,"Exótico","VILLA DEVOTO",11,"no"
8,45,0,"Exótico","PARQUE AVELLANEDA",9,"si"
13,57,0,"Nativo/Autóctono","BELGRANO",13,"no"
13,60,0,"Exótico","VILLA PUEYRREDON",12,"si"
9,45,5,"Exótico","ALMAGRO",5,"si"
9,43,30,"Exótico","PALERMO",14,"no"
4,9,0,"Exótico","PALERMO",14,"no"
7,52,0,"Exótico","BOCA",4,"no"
2,7,0,"Exótico","ALMAGRO",5,"no"
5,11,5,"Exótico","PUERTO MADERO",1,"no"
7,20,0,"Exótico","MATADEROS",9,"no"
7,20,0,"Exótico","PARQUE AVELLANEDA",9,"si"
1,25,0,"Exótico","SAN NICOLAS",1,"no"
10,22,0,"Exótico","PUERTO MADERO",1,"no"
7,24,0,"Exótico","COLEGIALES",13,"si"
12,35,0,"Nativo/Autóctono","NUEVA POMPEYA",4,"no"
6,20,12,"Exótico","BOEDO",5,"si"
8,30,30,"Exótico","CABALLITO",6,"no"
14,38,15,"Exótico","RECOLETA",2,"si"
7,22,0,"Exótico","VILLA SOLDATI",8,"si"
15,80,0,"Exótico","PALERMO",14,"no"
8,15,0,"Exótico","VILLA DEL PARQUE",11,"si"
3,8,0,"Exótico","FLORESTA",10,"no"
9,25,5,"Exótico","CABALLITO",6,"si"
6,10,0,"Exótico","BARRACAS",4,"no"
17,45,0,"Exótico","RECOLETA",2,"no"
12,28,15,"Exótico","BARRACAS",4,"si"
7,24,0,"Exótico","VILLA DEL PARQUE",11,"si"
8,21,0,"Exótico","SAN CRISTOBAL",3,"no"
5,17,0,"Exótico","NUEVA POMPEYA",4,"si"
12,37,0,"Exótico","SAAVEDRA",12,"si"
2,3,12,"Nativo/Autóctono","VILLA LURO",10,"no"
7,18,0,"Exótico","PARQUE AVELLANEDA",9,"si"
9,24,0,"Exótico","NUÑEZ",13,"si"
4,10,15,"Exótico","PALERMO",14,"no"
9,40,0,"Exótico","VILLA DEVOTO",11,"si"
6,52,0,"Exótico","PARQUE AVELLANEDA",9,"no"
6,19,5,"Exótico","SAAVEDRA",12,"si"
8,25,0,"Exótico","FLORESTA",10,"no"
7,22,0,"Exótico","VILLA URQUIZA",12,"si"
10,37,0,"Exótico","PARQUE CHACABUCO",7,"si"
4,24,0,"Exótico","VILLA REAL",10,"no"
20,80,0,"Exótico","VILLA LURO",10,"no"
7,27,11,"Nativo/Autóctono","PUERTO MADERO",1,"no"
11,58,0,"Exótico","FLORESTA",10,"no"
3,14,0,"Exótico","MATADEROS",9,"no"
10,43,10,"Exótico","LINIERS",9,"no"
3,11,6,"Exótico","VILLA RIACHUELO",8,"no"
1,56,0,"Exótico","PALERMO",14,"no"
9,63,0,"Nativo/Autóctono","BELGRANO",13,"no"
4,24,0,"Exótico","PALERMO",14,"no"
7,14,0,"Exótico","MONTE CASTRO",10,"no"
8,20,0,"Exótico","VILLA DEVOTO",11,"si"
7,32,0,"Nativo/Autóctono","VILLA SOLDATI",8,"no"
3,3,0,"Exótico","PUERTO MADERO",1,"no"
5,12,0,"Exótico","PARQUE AVELLANEDA",9,"no"
6,29,14,"Nativo/Autóctono","BARRACAS",4,"no"
6,15,0,"Exótico","VILLA LUGANO",8,"no"
4,20,0,"Exótico","VILLA RIACHUELO",8,"no"
10,19,6,"Exótico","BOCA",4,"si"
24,92,45,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
3,4,0,"Exótico","MATADEROS",9,"no"
4,13,0,"Exótico","PARQUE CHACABUCO",7,"si"
4,15,12,"Exótico","LINIERS",9,"no"
8,31,0,"Exótico","SAAVEDRA",12,"si"
4,30,30,"Exótico","PALERMO",14,"no"
18,90,0,"Exótico","VILLA GRAL. MITRE",11,"no"
6,15,0,"Exótico","MATADEROS",9,"si"
8,39,12,"Exótico","VILLA CRESPO",15,"si"
20,38,0,"Exótico","CABALLITO",6,"no"
1,48,0,"Exótico","VERSALLES",10,"no"
14,40,0,"Exótico","NUEVA POMPEYA",4,"si"
9,30,0,"Exótico","BELGRANO",13,"si"
9,26,0,"Exótico","MONTE CASTRO",10,"si"
16,50,0,"Exótico","VILLA CRESPO",15,"no"
10,32,10,"Exótico","COLEGIALES",13,"si"
12,26,10,"Exótico","PALERMO",14,"si"
10,22,0,"Exótico","ALMAGRO",5,"si"
12,62,0,"Exótico","VILLA PUEYRREDON",12,"no"
9,27,0,"Exótico","VILLA CRESPO",15,"si"
6,23,0,"Exótico","VILLA REAL",10,"no"
13,54,13,"Nativo/Autóctono","PALERMO",14,"no"
7,24,30,"Nativo/Autóctono","AGRONOMIA",15,"no"
8,22,0,"Exótico","VILLA RIACHUELO",8,"si"
8,20,0,"Exótico","BOEDO",5,"si"
18,105,28,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
3,4,0,"Exótico","FLORES",7,"si"
6,25,0,"Exótico","BALVANERA",3,"no"
24,60,0,"Exótico","FLORES",7,"no"
2,7,0,"Exótico","PARQUE CHAS",15,"no"
1,30,40,"Nativo/Autóctono","PALERMO",14,"no"
11,38,0,"Exótico","BOEDO",5,"si"
18,85,25,"Nativo/Autóctono","PALERMO",14,"no"
8,22,0,"Exótico","CHACARITA",15,"si"
8,37,0,"Exótico","FLORES",7,"si"
7,35,0,"Exótico","LINIERS",9,"no"
9,23,8,"Exótico","PALERMO",14,"si"
1,47,0,"No Determinado","NUEVA POMPEYA",4,"no"
7,55,5,"Exótico","BELGRANO",13,"si"
12,70,0,"Exótico","MONTE CASTRO",10,"si"
9,24,0,"Exótico","PALERMO",14,"no"
18,60,0,"Exótico","NUÑEZ",13,"no"
10,19,0,"Exótico","VILLA CRESPO",15,"si"
4,13,0,"Exótico","PALERMO",14,"no"
9,50,18,"Exótico","LINIERS",9,"si"
12,26,0,"Exótico","PARQUE PATRICIOS",4,"si"
8,28,4,"Exótico","PARQUE CHACABUCO",7,"no"
3,5,0,"No Determinado","BALVANERA",3,"no"
9,26,0,"Exótico","PARQUE CHAS",15,"si"
19,38,0,"Exótico","LINIERS",9,"no"
7,16,6,"Exótico","PARQUE AVELLANEDA",9,"si"
16,81,9,"Exótico","PARQUE CHAS",15,"no"
8,16,0,"Exótico","VILLA RIACHUELO",8,"no"
5,24,0,"Exótico","LINIERS",9,"no"
9,29,0,"Exótico","VILLA LURO",10,"no"
12,40,0,"Exótico","VILLA DEVOTO",11,"si"
8,20,4,"Exótico","FLORESTA",10,"si"
7,26,0,"Exótico","BOEDO",5,"si"
14,26,20,"Exótico","BELGRANO",13,"si"
4,19,0,"Exótico","VILLA REAL",10,"si"
10,50,0,"Exótico","VILLA URQUIZA",12,"si"
6,24,0,"Exótico","NUEVA POMPEYA",4,"si"
12,30,0,"Exótico","FLORES",7,"no"
10,50,0,"Exótico","NUEVA POMPEYA",4,"no"
5,11,5,"Exótico","FLORESTA",10,"no"
7,25,0,"Exótico","PALERMO",14,"no"
9,17,0,"Exótico","BALVANERA",3,"no"
6,20,0,"Exótico","VILLA LUGANO",8,"si"
13,65,0,"Exótico","FLORES",7,"no"
9,43,0,"Exótico","MATADEROS",9,"si"
5,27,0,"Exótico","MONTE CASTRO",10,"no"
3,10,0,"Exótico","VILLA DEVOTO",11,"no"
4,5,0,"Exótico","VILLA ORTUZAR",15,"si"
7,29,0,"Exótico","PARQUE AVELLANEDA",9,"si"
12,40,0,"Exótico","CABALLITO",6,"si"
10,23,0,"Nativo/Autóctono","CHACARITA",15,"no"
11,25,0,"Exótico","BOCA",4,"si"
10,36,20,"Nativo/Autóctono","COLEGIALES",13,"no"
4,19,0,"Exótico","PARQUE AVELLANEDA",9,"no"
12,34,10,"Exótico","BOCA",4,"si"
4,28,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,36,0,"Exótico","BARRACAS",4,"si"
16,62,0,"Exótico","VILLA SOLDATI",8,"no"
8,16,0,"Exótico","BALVANERA",3,"si"
12,58,0,"Nativo/Autóctono","PALERMO",14,"no"
3,11,6,"Exótico","PARQUE AVELLANEDA",9,"no"
8,15,0,"Exótico","BARRACAS",4,"si"
9,87,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,34,0,"Exótico","ALMAGRO",5,"si"
9,38,0,"Exótico","VILLA SANTA RITA",11,"no"
6,17,0,"Exótico","FLORES",7,"si"
5,22,7,"Exótico","SAN CRISTOBAL",3,"si"
10,36,0,"Exótico","FLORES",7,"si"
7,28,0,"Exótico","PARQUE AVELLANEDA",9,"no"
16,50,0,"Exótico","CABALLITO",6,"no"
7,35,10,"Exótico","PATERNAL",15,"no"
6,30,0,"Exótico","VILLA LUGANO",8,"no"
9,4,0,"Exótico","CHACARITA",15,"si"
6,26,0,"Exótico","PARQUE AVELLANEDA",9,"no"
2,4,0,"Exótico","PALERMO",14,"no"
12,60,0,"Exótico","VILLA URQUIZA",12,"si"
4,27,0,"Exótico","FLORESTA",10,"si"
12,39,0,"Exótico","COGHLAN",12,"no"
12,38,0,"Exótico","VILLA REAL",10,"si"
9,24,0,"Exótico","BOEDO",5,"no"
10,18,0,"Exótico","VELEZ SARSFIELD",10,"si"
4,8,0,"Exótico","FLORES",7,"no"
6,30,0,"Nativo/Autóctono","COLEGIALES",13,"no"
13,58,0,"Exótico","VILLA DEVOTO",11,"no"
6,30,0,"Exótico","PARQUE PATRICIOS",4,"si"
10,24,0,"Exótico","MATADEROS",9,"no"
4,12,0,"Exótico","FLORES",7,"no"
3,14,0,"Exótico","BALVANERA",3,"no"
8,33,0,"Exótico","VILLA GRAL. MITRE",11,"si"
12,54,10,"Exótico","ALMAGRO",5,"si"
5,12,15,"Exótico","FLORES",7,"no"
7,14,0,"Exótico","PARQUE CHACABUCO",7,"si"
9,60,0,"Exótico","VILLA LURO",10,"no"
8,34,10,"Exótico","AGRONOMIA",15,"si"
2,7,0,"Exótico","CABALLITO",6,"no"
7,25,0,"Exótico","CHACARITA",15,"si"
16,55,0,"Exótico","LINIERS",9,"no"
2,3,0,"Exótico","VILLA URQUIZA",12,"no"
4,6,0,"Exótico","VILLA SANTA RITA",11,"no"
4,8,0,"Exótico","VILLA SOLDATI",8,"si"
9,20,0,"Exótico","COLEGIALES",13,"si"
18,56,0,"Exótico","BARRACAS",4,"no"
10,40,10,"Exótico","BALVANERA",3,"si"
14,60,0,"Exótico","VILLA PUEYRREDON",12,"no"
10,24,0,"Exótico","PUERTO MADERO",1,"no"
4,26,0,"Exótico","AGRONOMIA",15,"si"
9,72,0,"Exótico","VILLA SANTA RITA",11,"no"
11,69,0,"Exótico","MONTE CASTRO",10,"no"
14,60,10,"Exótico","FLORESTA",10,"no"
6,36,0,"Exótico","VILLA LUGANO",8,"no"
12,18,5,"Exótico","VILLA SANTA RITA",11,"no"
9,20,10,"Exótico","PARQUE CHACABUCO",7,"si"
3,48,0,"Exótico","VILLA PUEYRREDON",12,"no"
12,34,0,"Exótico","VILLA DEVOTO",11,"si"
5,35,0,"Exótico","MATADEROS",9,"no"
18,70,12,"Exótico","BARRACAS",4,"no"
4,30,20,"Exótico","VILLA LUGANO",8,"no"
25,77,20,"Exótico","PALERMO",14,"no"
6,34,0,"Exótico","PATERNAL",15,"no"
6,22,0,"Exótico","CHACARITA",15,"si"
7,28,0,"Exótico","VELEZ SARSFIELD",10,"si"
8,49,0,"Exótico","NUEVA POMPEYA",4,"no"
4,9,0,"Exótico","PALERMO",14,"no"
8,2,0,"Nativo/Autóctono","VILLA PUEYRREDON",12,"no"
5,22,12,"Exótico","LINIERS",9,"no"
7,15,5,"Exótico","ALMAGRO",5,"no"
8,50,0,"Exótico","FLORESTA",10,"no"
7,34,0,"Exótico","PALERMO",14,"no"
7,34,0,"Nativo/Autóctono","AGRONOMIA",15,"no"
6,24,0,"Exótico","PARQUE CHAS",15,"si"
12,68,0,"Exótico","BALVANERA",3,"no"
4,14,0,"Exótico","AGRONOMIA",15,"no"
8,30,0,"Exótico","FLORESTA",10,"si"
10,35,0,"Exótico","SAAVEDRA",12,"si"
10,61,0,"Nativo/Autóctono","PALERMO",14,"no"
4,19,0,"Exótico","MATADEROS",9,"no"
4,20,0,"Exótico","VILLA DEVOTO",11,"no"
7,28,0,"Exótico","VILLA LUGANO",8,"si"
8,25,0,"Exótico","CABALLITO",6,"si"
8,20,0,"Exótico","NUEVA POMPEYA",4,"no"
10,25,0,"Exótico","RECOLETA",2,"no"
4,21,10,"No Determinado","MATADEROS",9,"no"
10,33,10,"Exótico","MATADEROS",9,"no"
7,14,0,"Exótico","VILLA PUEYRREDON",12,"no"
3,14,0,"Exótico","PARQUE PATRICIOS",4,"no"
15,66,0,"Nativo/Autóctono","COLEGIALES",13,"no"
6,29,20,"Nativo/Autóctono","CABALLITO",6,"no"
9,44,0,"Exótico","CHACARITA",15,"si"
12,25,0,"Exótico","VILLA LURO",10,"si"
3,24,0,"Exótico","VILLA LUGANO",8,"no"
3,7,0,"Exótico","VILLA ORTUZAR",15,"no"
7,13,14,"Nativo/Autóctono","BELGRANO",13,"no"
4,30,0,"Exótico","VILLA LUGANO",8,"si"
10,45,0,"Exótico","VILLA DEVOTO",11,"si"
4,28,0,"Exótico","MONTE CASTRO",10,"no"
7,14,0,"Exótico","BOCA",4,"si"
3,5,0,"Exótico","VILLA DEVOTO",11,"no"
4,25,0,"Exótico","VILLA LUGANO",8,"no"
8,30,0,"Exótico","PATERNAL",15,"no"
10,38,0,"Exótico","MATADEROS",9,"si"
10,24,0,"Exótico","FLORES",7,"no"
8,30,0,"Exótico","VILLA PUEYRREDON",12,"si"
7,12,0,"Exótico","AGRONOMIA",15,"si"
4,18,0,"Exótico","LINIERS",9,"no"
9,17,0,"Nativo/Autóctono","PALERMO",14,"no"
8,30,0,"Exótico","CABALLITO",6,"no"
2,20,0,"Exótico","CONSTITUCION",1,"no"
5,11,0,"Exótico","PARQUE PATRICIOS",4,"si"
5,12,0,"Exótico","VILLA LUGANO",8,"no"
10,36,15,"Nativo/Autóctono","PALERMO",14,"no"
6,6,13,"Exótico","BELGRANO",13,"si"
8,39,0,"Exótico","MATADEROS",9,"si"
9,24,0,"Exótico","FLORES",7,"no"
22,70,0,"Exótico","VILLA DEL PARQUE",11,"no"
4,12,0,"Exótico","MONTE CASTRO",10,"no"
10,37,0,"Exótico","VILLA SOLDATI",8,"si"
10,25,0,"Exótico","CONSTITUCION",1,"si"
3,8,0,"Exótico","MATADEROS",9,"no"
9,81,0,"Exótico","MATADEROS",9,"no"
16,21,0,"Exótico","FLORESTA",10,"no"
12,34,0,"No Determinado","NUÑEZ",13,"no"
7,18,0,"Exótico","VILLA ORTUZAR",15,"si"
8,31,0,"Exótico","VILLA URQUIZA",12,"si"
12,10,0,"Nativo/Autóctono","NUÑEZ",13,"no"
9,14,9,"Exótico","RECOLETA",2,"si"
12,52,0,"Exótico","VILLA SANTA RITA",11,"no"
9,29,0,"Exótico","VELEZ SARSFIELD",10,"si"
6,28,0,"Exótico","LINIERS",9,"no"
12,30,0,"Exótico","VILLA LUGANO",8,"no"
4,16,0,"Exótico","BALVANERA",3,"no"
15,55,0,"Exótico","BELGRANO",13,"no"
12,42,0,"Exótico","BELGRANO",13,"no"
7,18,17,"Exótico","PALERMO",14,"no"
5,8,6,"Nativo/Autóctono","VILLA SOLDATI",8,"no"
14,40,8,"Exótico","CABALLITO",6,"si"
12,62,0,"Exótico","BELGRANO",13,"no"
4,12,0,"Exótico","VILLA DEVOTO",11,"no"
9,33,0,"Exótico","MONTE CASTRO",10,"no"
24,64,10,"Exótico","VILLA CRESPO",15,"no"
12,19,11,"Exótico","MONSERRAT",1,"si"
